molecule_chembl_id,canonical_smiles,pchembl_value,standard_value,standard_units
CHEMBL575021,Cc1ccc(-c2ccc3occ(-c4ccc([S@@+](C)[O-])cc4)c3c2)o1,6.85,140.0,nM
CHEMBL574588,Cc1ccc(-c2ccc3occ(-c4ccc([S@+](C)[O-])cc4)c3c2)o1,7.47,34.0,nM
CHEMBL575882,CC[S@@+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,6.72,190.0,nM
CHEMBL574613,CC[S@+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,7.7,20.0,nM
CHEMBL99280,C=CCn1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2,5.4,4000.0,nM
CHEMBL583199,CCCCCOC(=O)c1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3,3.221848749616356,600000.0,nM
CHEMBL573145,CCCOC(=O)c1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3,3.154901959985743,700000.0,nM
CHEMBL575138,COc1ccc2c(c1)-c1[nH]c3ccc(Br)cc3c1CC(=O)N2,7.82,15.0,nM
CHEMBL567824,C[S+]([O-])c1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3,4.89,13000.0,nM
CHEMBL574233,CSc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3,5.92,1200.0,nM
CHEMBL582893,COC(=O)c1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3,5.14,7200.0,nM
CHEMBL572922,O=C1Cc2c([nH]c3ccc(C(=O)O)cc23)-c2ccccc2N1,4.52,30000.0,nM
CHEMBL570580,CCc1cc2c(c3cc(OC)c(OC)cc13)C(=O)NC2=O,7.04,92.0,nM
CHEMBL571486,COc1cc2c(C)cc3c(c2cc1OC)C(=O)NC3=O,6.57,270.0,nM
CHEMBL578803,COC(=O)c1cccc2c3c(c(CC(C)C)cc12)C(=O)NC3=O,6.31,486.0,nM
CHEMBL569998,Cc1ccc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)s1,6.7,200.0,nM
CHEMBL569046,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccc4ccccc4c3)n2)cc1,6.51,310.0,nM
CHEMBL571525,Cc1ccc(-c2ccnc(N(C)c3ccc(S(N)(=O)=O)cc3)n2)s1,4.19,65000.0,nM
CHEMBL565612,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,6.06,870.0,nM
CHEMBL596364,OC(CCl)c1sc(Br)c(Br)c1Br,4.12,75000.0,nM
CHEMBL595061,CCOC(=O)c1sc(SC(C)=O)cc1O,4.6,25000.0,nM
CHEMBL611357,Cc1c(CC(=O)Cl)csc1C(=O)CCl,5.3,5000.0,nM
CHEMBL596352,O=C(CBr)c1scc(Br)c1Br,6.0,1000.0,nM
CHEMBL593628,O=C(CBr)c1cc(Br)c(Br)s1,6.0,1000.0,nM
CHEMBL593629,O=C(CBr)c1ccc(Br)s1,6.0,1000.0,nM
CHEMBL596006,O=C(CBr)c1sc(Br)cc1Br,6.0,1000.0,nM
CHEMBL596583,Cc1occc1-c1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,6.68,210.0,nM
CHEMBL593374,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2[nH]nc(C)c2c1,6.66,220.0,nM
CHEMBL593375,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2c1,6.33,470.0,nM
CHEMBL595944,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,6.25,560.0,nM
CHEMBL595459,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cc2c(C)n[nH]c2cn1,6.17,680.0,nM
CHEMBL594523,Cc1nc(-c2ccoc2)c(-c2cnc3[nH]nc(C)c3n2)cc1OC[C@@H](N)Cc1c[nH]c2ccccc12,6.55,280.0,nM
CHEMBL594755,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2ccccc2)cc1-c1cnc2[nH]nc(C)c2n1,6.55,280.0,nM
CHEMBL593813,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c(Cl)[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,6.52,300.0,nM
CHEMBL590109,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,5.89,1300.0,nM
CHEMBL593490,Cc1[nH]nc2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,6.3,500.0,nM
CHEMBL596072,Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,6.58,260.0,nM
CHEMBL596073,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,5.41,3860.0,nM
CHEMBL596290,Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,6.8,160.0,nM
CHEMBL603197,Cc1n[nH]c2cnc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,6.17,670.0,nM
CHEMBL594933,Cc1n[nH]c2cnc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,7.19,64.0,nM
CHEMBL599224,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,7.55,28.0,nM
CHEMBL599428,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,7.32,48.0,nM
CHEMBL597754,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,6.45,358.0,nM
CHEMBL604712,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C,5.44,3630.0,nM
CHEMBL1230607,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,7.1,79.0,nM
CHEMBL1080583,CCC(CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1,5.39,4100.0,nM
CHEMBL1084134,O=C(O)CCC(=O)Nc1n[nH]c2cc(Cl)ccc12,5.93,1180.0,nM
CHEMBL1082235,CCCC(=O)Nc1n[nH]c2cc(Cl)ccc12,6.45,354.0,nM
CHEMBL1082236,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)c(O)c3)ccc12,7.57,27.0,nM
CHEMBL1088618,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3Cl)ccc12,7.26,55.0,nM
CHEMBL1086638,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(N)cc3)ccc12,7.12,76.0,nM
CHEMBL1086639,CCCC(=O)Nc1n[nH]c2cc(-c3cccc(O)c3)ccc12,7.03,94.0,nM
CHEMBL1086640,CCCC(=O)Nc1n[nH]c2cc(C(F)(F)F)ccc12,6.71,195.0,nM
CHEMBL1086780,CCCC(=O)Nc1n[nH]c2cc(Br)ccc12,6.7,198.0,nM
CHEMBL1086781,CCCC(=O)Nc1n[nH]c2cc(-c3ccoc3)ccc12,6.58,260.0,nM
CHEMBL1086782,CCCC(=O)Nc1n[nH]c2cc(-c3ccncc3)ccc12,6.18,661.0,nM
CHEMBL1083208,CCCC(=O)Nc1n[nH]c2cc(-c3ccsc3)ccc12,6.03,935.0,nM
CHEMBL1083209,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(N)nc3)ccc12,5.96,1088.0,nM
CHEMBL1085927,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(OCc4ccccc4)cc3)ccc12,5.93,1184.0,nM
CHEMBL1086174,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,6.15,1281.0,nM
CHEMBL1086175,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3Cl)ccc12,5.87,1353.0,nM
CHEMBL1086176,C/C=C/c1ccc2c(NC(=O)CCC)n[nH]c2c1,5.61,2459.0,nM
CHEMBL1095038,CCCC(=O)Nc1n[nH]c2cc(-c3cc(F)cc(F)c3)ccc12,5.555,2894.0,nM
CHEMBL1095039,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(C(C)(C)C)cc3)ccc12,5.42,3808.0,nM
CHEMBL1095041,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(N)cc3)cc12,8.1,8.0,nM
CHEMBL1095366,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(O)cc3)cc12,7.55,10.0,nM
CHEMBL1077218,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccoc3)cc12,7.74,11.0,nM
CHEMBL1077213,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(CC)cc3)cc12,7.92,12.0,nM
CHEMBL1097694,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(C)cc3)cc12,7.85,14.0,nM
CHEMBL1091081,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc([N+](=O)[O-])cc3)cc12,7.75,18.0,nM
CHEMBL1091082,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(F)cc3)cc12,7.275,22.0,nM
CHEMBL1091083,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(OCc4ccccc4)cc3)cc12,7.64,23.0,nM
CHEMBL1077233,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccncc3)cc12,7.3,50.0,nM
CHEMBL1089722,CCCC(=O)Nc1n[nH]c2cc(Cl)c(Br)cc12,7.26,55.0,nM
CHEMBL1089723,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccco3)cc12,7.85,14.0,nM
CHEMBL1092802,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3cccnc3)cc12,6.83,149.0,nM
CHEMBL1093079,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccc(CC)cc3)cc12,7.31,49.0,nM
CHEMBL1077243,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccoc3)cc12,7.01,98.0,nM
CHEMBL1093390,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)cc12,7.25,56.0,nM
CHEMBL1093745,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccccc3)cc12,7.26,55.0,nM
CHEMBL1093746,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3)c(-c3ccccc3)cc12,5.76,1720.0,nM
CHEMBL1077260,CCCC(=O)Nc1n[nH]c2cc(Cc3ccccc3)ccc12,5.38,4140.0,nM
CHEMBL1084681,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(F)cc3)ccc12,5.3,5008.0,nM
CHEMBL1084682,CCCC(=O)Nc1n[nH]c2cc(-c3cc(Cl)cc(Cl)c3)ccc12,5.27,5413.0,nM
CHEMBL1084683,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(OC(F)(F)F)cc3)ccc12,5.26,5498.0,nM
CHEMBL1077258,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(SC)cc3)ccc12,5.14,7165.0,nM
CHEMBL1084684,CCCC(=O)Nc1n[nH]c2cc(CCc3ccccc3)ccc12,5.07,8525.0,nM
CHEMBL1077282,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(C(F)(F)F)cc3)ccc12,4.98,10546.0,nM
CHEMBL1085918,CCCC(=O)Nc1n[nH]c2cc(-c3cccnc3)ccc12,5.095000000000001,10892.0,nM
CHEMBL1085919,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(N(C)C)cc3)ccc12,4.91,12247.0,nM
CHEMBL1085920,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)nc3)ccc12,4.78,16784.0,nM
CHEMBL1084692,Cc1ccc(-c2ccc3c(NC(=O)CCC(=O)O)n[nH]c3c2)cc1,4.77,17103.0,nM
CHEMBL1084693,N#Cc1ccc(-c2ccc3c(NC(=O)CCC(=O)O)n[nH]c3c2)cc1,4.69,20532.0,nM
CHEMBL1083528,CCCC(=O)Nc1n[nH]c2cc(-c3ccc4c(c3)COO4)ccc12,4.6,25038.0,nM
CHEMBL1086427,CCCC(=O)Nc1n[nH]c2c(F)c(Cl)c(-c3ccccc3)cc12,8.22,6.0,nM
CHEMBL1097003,CCCC(=O)Nc1n[nH]c2c(Cl)c(Cl)c(-c3ccccc3)cc12,7.92,12.0,nM
CHEMBL1080932,Cn1cc(C2=C(N3CCOCC3)C(=O)NC2=O)c2ccccc21,5.09,8200.0,nM
CHEMBL1081261,Cn1cc(C2=C(N(C(=O)OC(C)(C)C)c3ccccc3)C(=O)NC2=O)c2ccccc21,5.51,3100.0,nM
CHEMBL1081260,Cn1cc(C2=C(Oc3ccccc3)C(=O)NC2=O)c2ccccc21,5.55,2800.0,nM
CHEMBL1086734,Cn1cc(C2=C(Nc3ccccc3)C(=O)NC2=O)c2ccccc21,6.46,350.0,nM
CHEMBL1086733,Cn1cc(C2=C(Sc3ccccc3)C(=O)NC2=O)c2ccccc21,5.7,2000.0,nM
CHEMBL1082153,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(Cl)ccc21,9.4,0.4,nM
CHEMBL1082152,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,9.22,0.6,nM
CHEMBL1082151,Cn1cc(C2=C(c3cccc(NCCCO)c3)C(=O)NC2=O)c2ccccc21,9.0,1.0,nM
CHEMBL1081973,Cn1cc(C2=C(c3cccc(CC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,8.74,1.8,nM
CHEMBL1081972,Cn1cc(C2=C(c3cccc(C[C@H](O)CO)c3)C(=O)NC2=O)c2ccccc21,8.09,8.2,nM
CHEMBL1081294,Cn1cc(C2=C(c3cccc(C[C@@H](O)CO)c3)C(=O)NC2=O)c2ccccc21,8.49,3.2,nM
CHEMBL1081293,COc1cccc(C2=C(c3cn(C)c4cccc(OC)c34)C(=O)NC2=O)c1,5.89,1300.0,nM
CHEMBL1081128,COc1cccc(C2=C(c3cn(C)c4cc(C)ccc34)C(=O)NC2=O)c1,7.46,35.0,nM
CHEMBL1081617,COc1cccc(C2=C(c3cn(C)c4ccc(Cl)cc34)C(=O)NC2=O)c1,8.19,6.4,nM
CHEMBL1081616,COc1cccc(C2=C(c3cn(C)c4cc(F)ccc34)C(=O)NC2=O)c1,7.51,31.0,nM
CHEMBL1080933,COc1cccc(C2=C(c3c(C)n(C)c4ccccc34)C(=O)NC2=O)c1,6.66,220.0,nM
CHEMBL293542,COc1cccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1,7.05,90.0,nM
CHEMBL1086732,Cn1cc(C2=C(c3ccc(-c4ccccc4)cc3)C(=O)NC2=O)c2ccccc21,6.14,730.0,nM
CHEMBL1087380,Cn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccccc21,7.38,42.0,nM
CHEMBL53745,Cn1cc(C2=C(c3cccs3)C(=O)NC2=O)c2ccccc21,7.66,22.0,nM
CHEMBL1087243,COc1ccc(OC)c(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1,7.66,22.0,nM
CHEMBL1087242,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)cc1OC,8.18,6.6,nM
CHEMBL1088149,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c(OC)c1,8.62,2.4,nM
CHEMBL54547,Cn1cc(C2=C(c3cccc(N)c3)C(=O)NC2=O)c2ccccc21,8.74,1.8,nM
CHEMBL431933,Cn1cc(C2=C(c3ccccc3Cl)C(=O)NC2=O)c2ccccc21,8.44,3.6,nM
CHEMBL1087499,CN(C)c1nc2ccc1CCCN1C=C(C3=C(C(=O)NC3=O)c3cn(c4ccccc34)CCC2)N2C=CC=CC12,8.15,7.0,nM
CHEMBL26501,CN(C)C[C@H]1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,7.7,20.0,nM
CHEMBL1088724,Cn1cc(C2=C(c3c4n(c5ccccc35)CCN(C(N)=S)C4)C(=O)NC2=O)c2ccccc21,8.0,10.0,nM
CHEMBL1080901,Nc1nc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],9.4825,0.56,nM
CHEMBL1081198,O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1,4.3,50000.0,nM
CHEMBL1092754,Cn1cc(/C=C2\Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)NCCO)cc3)ccnc21,8.23,5.9,nM
CHEMBL1092134,O=C(Nc1ccccc1)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,6.57,270.0,nM
CHEMBL494089,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,6.86,138.0,nM
CHEMBL1095624,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CCN)cc21,5.4,4000.0,nM
CHEMBL1098241,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN)cc21,5.99,1020.0,nM
CHEMBL1097974,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CCCN)cc21,4.88,13200.0,nM
CHEMBL1098316,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CNC)cc21,6.52,303.0,nM
CHEMBL1099290,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN(C)C)cc21,6.43,375.0,nM
CHEMBL1096291,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCN)cc21,5.94,1140.0,nM
CHEMBL1096290,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN3CCCC3)cc21,5.57,2700.0,nM
CHEMBL1096636,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCCCN)cc21,4.52,30000.0,nM
CHEMBL1096292,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCCN)cc21,4.52,30000.0,nM
CHEMBL1098943,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21,5.58,2600.0,nM
CHEMBL1098944,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](C)N)cc21,6.4,400.0,nM
CHEMBL1099281,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](C)N)cc21,5.92,1210.0,nM
CHEMBL1096634,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21,5.96,1110.0,nM
CHEMBL1096626,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)c3ccccc3)cc21,5.98,1040.0,nM
CHEMBL1098938,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)Cc3ccccc3)cc21,7.1,80.0,nM
CHEMBL1098939,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)Cc3ccccc3)cc21,6.51,310.0,nM
CHEMBL1099276,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CN)c3ccccc3)cc21,7.4,40.0,nM
CHEMBL1099296,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@H](CN)c3ccccc3)cc21,6.72,190.0,nM
CHEMBL1099297,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CCN)c3ccccc3)cc21,7.39,41.0,nM
CHEMBL1099298,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@H](CCN)c3ccccc3)cc21,5.8,1570.0,nM
CHEMBL1164177,Cn1cncc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1,6.27,540.0,nM
CHEMBL1164262,Cn1nccc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1,5.9,1260.0,nM
CHEMBL1164264,Cc1oncc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1,5.64,2290.0,nM
CHEMBL1164353,CC(C)CN(C)C(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1,5.17,6760.0,nM
CHEMBL1164526,CN1CCN(c2ccc(NC(=O)c3ccc4c(c3)/C(=C3/Nc5ccccc5C3=O)C(=O)N4)cc2)CC1,7.0,100.0,nM
CHEMBL1170317,c1ccc(-c2cnc3cnc(-c4ccncc4)cn23)cc1,5.51,3100.0,nM
CHEMBL1170126,c1ccc2c(-c3cnc4cnc(-c5cn[nH]c5)cn34)c[nH]c2c1,5.23,5900.0,nM
CHEMBL1210476,CCCCC(=O)Nc1ncnc2[nH]c(-c3cccc(C#N)c3)nc12,5.91,1220.0,nM
CHEMBL1210406,O=C(Nc1ncnc2[nH]c(-c3ccc4ccccc4c3)nc12)C1CC1,6.77,169.0,nM
CHEMBL1210405,N#Cc1cccc(-c2nc3c(NC(=O)C4CC4)ncnc3[nH]2)c1,6.11,781.0,nM
CHEMBL1210310,O=C(Nc1ncnc2[nH]c(-c3cccc(Cl)c3)nc12)C1CC1,6.44,365.0,nM
CHEMBL1210236,N#Cc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1,7.58,26.0,nM
CHEMBL1210175,c1ccc(Nc2ncnc3[nH]c(-c4ccccc4)nc23)cc1,7.8,16.0,nM
CHEMBL225519,O=C1NCCc2[nH]c(-c3ccncc3)cc21,6.66,220.0,nM
CHEMBL1241659,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCCc1ccc(s1)CCCn1cc2c2cccnc21,7.44,36.0,nM
CHEMBL7463,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,6.72,190.0,nM
CHEMBL405759,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,7.52,30.0,nM
CHEMBL1254896,Cc1[nH]c2ccccc2c1C1=C(NCCc2ccc(F)cc2)C(=O)N(C)C1=O,7.28,53.0,nM
CHEMBL1272116,CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1,5.02,9600.0,nM
CHEMBL1270230,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,5.86,1390.0,nM
CHEMBL1630431,O=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)N1,5.86,1378.0,nM
CHEMBL1630434,Oc1ccc(Nc2ncnc3[nH]cnc23)cc1CN(CCCl)CCCl,7.97,10.8,nM
CHEMBL1630436,CSc1nc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(Cl)c(=O)[nH]1,5.62,2400.0,nM
CHEMBL1630438,COc1ccc(-c2c3c(nc4nc(SCCc5ccccc5)nc(N)c24)CCCC3)cc1OC,5.33,4700.0,nM
CHEMBL1630442,COc1cc(/C=C2/NC(=O)NC2=O)cc(OC)c1OC,6.67,214.0,nM
CHEMBL1630445,O=C(O)CCN(CCC(=O)O)c1ccc(/C=C2\SC(=S)NC2=O)cc1,6.58,263.0,nM
CHEMBL1630446,COc1cc(-c2cc(-c3cc(C)cc(Cl)c3O)nc3ncnc(N)c23)ccc1O,6.95,113.0,nM
CHEMBL1630448,COc1ccc(/C=C2\SC(=O)NC2=O)cc1S(=O)(=O)O,6.27,537.0,nM
CHEMBL1630449,COC(=O)C(=O)c1c(C(=O)OC)nc2n[nH]c(=N)n2c1-c1ccc(O)c(OC)c1,5.61,2456.0,nM
CHEMBL1630451,COc1ccc(-c2cc(-c3ccc(F)cc3)[nH]c(=O)c2O)cc1,6.49,325.0,nM
CHEMBL1630452,Cc1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1Cl,7.77,17.0,nM
CHEMBL1630453,COc1cc(/C=C2\NC(=O)NC2=O)ccc1OCC(=O)C1CCOCC1,5.7,1975.0,nM
CHEMBL1288549,O=C1NC(=O)/C(=C/c2cccc3c2OCO3)N1,6.86,138.0,nM
CHEMBL1630455,COc1ccc(CCN2COc3c([C@@H](C)CCC=C(C)C)ccc(C)c3C2)cc1OC,5.9,1270.0,nM
CHEMBL1630458,O=C1NC(=O)/C(=C/c2ccc(/C=C3/NC(=O)NC3=O)cc2)N1,5.55,2810.0,nM
CHEMBL326531,O[C@]12C=C(c3[nH]ccc4c5ccccc5nc3-4)[C@@H]3CCN(CCCC/C=C\CC1)C[C@@]31C[C@@H]3/C=C\CCCCN3[C@H]12,5.08,8400.0,nM
CHEMBL1630460,c1ccc(Nc2nnc(-c3ccccc3)o2)cc1,6.01,980.0,nM
CHEMBL1630462,FC(F)(F)c1ccc(-c2nnc(Nc3ccccc3)o2)cc1,6.2,632.0,nM
CHEMBL1630464,CS(=O)(=O)c1ccc(-c2nnc(Nc3ccccc3)o2)cc1,6.36,439.0,nM
CHEMBL1630466,N#Cc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,6.61,247.0,nM
CHEMBL1630467,O=[N+]([O-])c1ccc(-c2nnc(Nc3ccccc3)o2)cc1,6.68,209.0,nM
CHEMBL1630474,CSc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,6.07,855.0,nM
CHEMBL1630475,CS(=O)(=O)c1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,6.17,671.0,nM
CHEMBL1630477,N#Cc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,6.14,719.0,nM
CHEMBL1630478,O=[N+]([O-])c1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,6.09,811.0,nM
CHEMBL1630482,COc1ccc(Nc2nnc(-c3ccc(Cl)cc3)o2)cc1,6.27,534.0,nM
CHEMBL1630483,COc1ccc(Nc2nnc(-c3ccc(C(F)(F)F)cc3)o2)cc1,7.28,53.0,nM
CHEMBL1630484,COc1ccc(Nc2nnc(-c3ccc(C)cc3)o2)cc1,6.09,805.0,nM
CHEMBL1630486,COc1ccc(Nc2nnc(-c3ccc(S(C)(=O)=O)cc3)o2)cc1,6.5,314.0,nM
CHEMBL1630487,COc1ccc(Nc2nnc(-c3ccc(C#N)cc3)o2)cc1,7.75,18.0,nM
CHEMBL1630488,COc1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,8.15,7.0,nM
CHEMBL1630489,COc1ccc(Nc2nnc(-c3ccc(OC)cc3)o2)cc1,6.18,662.0,nM
CHEMBL1630490,O=[N+]([O-])c1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,6.15,710.0,nM
CHEMBL1650951,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,8.52,3.0,nM
CHEMBL1669585,O=C1OCC(Cc2ccc(O)cc2)=C1c1ccc(O)cc1,6.11,780.0,nM
