Model,R-Squared,RMSE,Time Taken
RandomForestRegressor,0.5687658728209511,0.8174057483011152,5.422478199005127
HistGradientBoostingRegressor,0.5463886232310784,0.8383456113825868,1.2534599304199219
XGBRegressor,0.5274502529236824,0.8556672176005723,0.3483588695526123
BaggingRegressor,0.5208834933276323,0.8615920694560129,0.8151242733001709
LGBMRegressor,0.5020935567751297,0.8783245042293291,0.3646113872528076
