Model,matthews_corrcoef,ROC AUC,Accuracy,F1 Score,Time Taken
LGBMClassifier,0.4715309270249612,0.8552971576227391,0.8692307692307693,0.8534554334554335,0.18944692611694336
LogisticRegression,0.4547626250211383,0.8279069767441861,0.8692307692307693,0.8436995459815575,0.08100414276123047
BaggingClassifier,0.42360713981279075,0.8234108527131783,0.8576923076923076,0.8416621021313766,0.14594101905822754
